"Timestamp","Turbine","Blade3 Actual","Rotor Speed","State","Nacelle Position","Active Power","Air Temperature","Wind Speed","Blade1 Actual","Blade2 Actual"
"2020-03-11T00:00:02Z","GE01",NA,NA,NA,NA,NA,NA,6.504239,NA,NA
"2020-03-11T00:00:03Z","GE01",NA,NA,NA,NA,NA,NA,6.758176,NA,NA
"2020-03-11T00:00:05Z","GE01",NA,NA,NA,NA,NA,NA,6.284053,NA,NA
"2020-03-11T00:00:06Z","GE01",NA,NA,NA,NA,NA,NA,6.388745,NA,NA
"2020-03-11T00:00:07Z","GE01",NA,NA,NA,NA,NA,NA,6.961346,NA,NA
"2020-03-11T00:00:09Z","GE01",NA,NA,NA,NA,NA,NA,7.613076,NA,NA
"2020-03-11T00:00:12Z","GE01",NA,NA,NA,NA,NA,NA,7.128546,NA,NA
"2020-03-11T00:00:13Z","GE01",NA,NA,NA,NA,338.0989,NA,6.607689,NA,NA
"2020-03-11T00:00:15Z","GE01",NA,NA,NA,NA,NA,NA,6.320222,NA,NA
"2020-03-11T00:00:19Z","GE01",NA,NA,NA,NA,NA,NA,7.588431,NA,NA
"2020-03-11T00:00:23Z","GE01",NA,NA,NA,NA,NA,NA,7.402283,NA,NA
"2020-03-11T00:00:24Z","GE01",NA,14.529739,NA,NA,NA,NA,7.620612,NA,NA
"2020-03-11T00:00:25Z","GE01",NA,NA,NA,NA,NA,NA,8.345091,NA,NA
"2020-03-11T00:00:26Z","GE01",NA,NA,NA,NA,NA,NA,7.99541,NA,NA
"2020-03-11T00:00:27Z","GE01",NA,NA,NA,NA,NA,NA,8.479452,NA,NA
"2020-03-11T00:00:28Z","GE01",NA,NA,NA,NA,NA,NA,8.438872,NA,NA
"2020-03-11T00:00:29Z","GE01",NA,NA,NA,NA,NA,NA,8.019844,NA,NA
"2020-03-11T00:00:31Z","GE01",NA,NA,NA,NA,NA,NA,8.344439,NA,NA
"2020-03-11T00:00:33Z","GE01",NA,NA,NA,NA,NA,NA,9.163452,NA,NA
"2020-03-11T00:00:34Z","GE01",NA,NA,NA,NA,NA,NA,9.152597,NA,NA
"2020-03-11T00:00:35Z","GE01",NA,NA,NA,NA,397.831,NA,8.508977,NA,NA
"2020-03-11T00:00:36Z","GE01",NA,NA,NA,NA,NA,NA,8.620015,NA,NA
"2020-03-11T00:00:38Z","GE01",NA,NA,NA,NA,NA,NA,7.172519,NA,NA
"2020-03-11T00:00:39Z","GE01",NA,NA,NA,NA,NA,NA,7.308624,NA,NA
"2020-03-11T00:00:40Z","GE01",NA,NA,NA,NA,NA,NA,7.012739,NA,NA
"2020-03-11T00:00:41Z","GE01",NA,NA,NA,NA,NA,NA,7.174861,NA,NA
"2020-03-11T00:00:42Z","GE01",NA,NA,NA,NA,NA,NA,6.894502,NA,NA
"2020-03-11T00:00:43Z","GE01",NA,NA,NA,NA,NA,NA,7.197089,NA,NA
"2020-03-11T00:00:44Z","GE01",NA,NA,NA,NA,350.4,NA,7.009035,NA,NA
"2020-03-11T00:00:49Z","GE01",NA,NA,NA,NA,NA,NA,7.315473,NA,NA
"2020-03-11T00:00:50Z","GE01",NA,NA,NA,NA,NA,NA,6.721668,NA,NA
"2020-03-11T00:00:52Z","GE01",NA,NA,NA,NA,374.40002,NA,6.826294,NA,NA
"2020-03-11T00:00:53Z","GE01",NA,NA,NA,NA,NA,NA,7.440882,NA,NA
"2020-03-11T00:00:55Z","GE01",NA,NA,NA,NA,NA,NA,7.423433,NA,NA
"2020-03-11T00:00:56Z","GE01",NA,NA,NA,NA,NA,NA,6.983613,NA,NA
"2020-03-11T00:00:57Z","GE01",NA,NA,NA,NA,NA,NA,7.204282,NA,NA
"2020-03-11T00:00:58Z","GE01",NA,NA,NA,NA,414,NA,NA,NA,NA
"2020-03-11T00:01:03Z","GE01",NA,NA,NA,NA,NA,NA,6.069089,NA,NA
"2020-03-11T00:01:04Z","GE01",NA,NA,NA,NA,NA,NA,6.20694,NA,NA
"2020-03-11T00:01:05Z","GE01",NA,NA,NA,NA,NA,NA,6.651599,NA,NA
"2020-03-11T00:01:09Z","GE01",NA,14.883759,NA,NA,NA,NA,7.216494,NA,NA
"2020-03-11T00:01:11Z","GE01",NA,NA,NA,NA,NA,NA,7.184725,NA,NA
"2020-03-11T00:01:12Z","GE01",NA,NA,NA,NA,NA,NA,7.609391,NA,NA
"2020-03-11T00:01:15Z","GE01",NA,NA,NA,NA,NA,NA,7.045434,NA,NA
"2020-03-11T00:01:16Z","GE01",NA,NA,NA,NA,NA,NA,6.597793,NA,NA
"2020-03-11T00:01:20Z","GE01",NA,NA,NA,NA,NA,NA,6.44397,NA,NA
"2020-03-11T00:01:21Z","GE01",NA,NA,NA,NA,NA,NA,6.786013,NA,NA
"2020-03-11T00:01:22Z","GE01",NA,NA,NA,NA,311.22223,NA,6.548862,NA,NA
"2020-03-11T00:01:25Z","GE01",NA,NA,NA,NA,NA,NA,6.900641,NA,NA
"2020-03-11T00:01:27Z","GE01",NA,NA,NA,NA,NA,NA,6.203349,NA,NA
"2020-03-11T00:01:28Z","GE01",NA,NA,NA,NA,NA,NA,6.335968,NA,NA
"2020-03-11T00:01:30Z","GE01",NA,NA,NA,NA,NA,NA,5.867664,NA,NA
"2020-03-11T00:01:32Z","GE01",NA,NA,NA,NA,NA,NA,5.906496,NA,NA
"2020-03-11T00:01:33Z","GE01",NA,NA,NA,NA,NA,NA,5.308064,NA,NA
"2020-03-11T00:01:36Z","GE01",NA,NA,NA,NA,235,NA,NA,NA,NA
"2020-03-11T00:01:38Z","GE01",NA,NA,NA,NA,NA,NA,6.057934,NA,NA
"2020-03-11T00:01:39Z","GE01",NA,NA,NA,NA,NA,NA,6.632283,NA,NA
"2020-03-11T00:01:41Z","GE01",NA,13.095777,NA,NA,NA,NA,6.635903,NA,NA
"2020-03-11T00:01:43Z","GE01",NA,NA,NA,NA,NA,NA,7.211194,NA,NA
"2020-03-11T00:01:44Z","GE01",NA,NA,NA,NA,NA,NA,7.233057,NA,NA
"2020-03-11T00:01:45Z","GE01",NA,NA,NA,NA,NA,NA,7.597414,NA,NA
"2020-03-11T00:01:47Z","GE01",NA,NA,NA,NA,NA,NA,6.887428,NA,NA
"2020-03-11T00:01:51Z","GE01",NA,NA,NA,NA,NA,NA,7.249528,NA,NA
"2020-03-11T00:01:54Z","GE01",NA,NA,NA,NA,NA,NA,6.532284,NA,NA
"2020-03-11T00:01:56Z","GE01",NA,NA,NA,NA,NA,NA,6.747934,NA,NA
"2020-03-11T00:01:57Z","GE01",NA,NA,NA,NA,NA,NA,7.107298,NA,NA
"2020-03-11T00:02:00Z","GE01",NA,NA,NA,NA,NA,NA,6.979335,NA,NA
"2020-03-11T00:02:02Z","GE01",NA,NA,NA,NA,314,NA,NA,NA,NA
"2020-03-11T00:02:04Z","GE01",NA,NA,NA,NA,330,NA,8.117365,NA,NA
"2020-03-11T00:02:11Z","GE01",NA,NA,NA,NA,NA,NA,6.754772,NA,NA
"2020-03-11T00:02:12Z","GE01",NA,NA,NA,NA,NA,NA,6.807185,NA,NA
"2020-03-11T00:02:13Z","GE01",NA,NA,NA,NA,NA,NA,6.492484,NA,NA
"2020-03-11T00:02:14Z","GE01",NA,NA,NA,NA,NA,NA,6.753963,NA,NA
"2020-03-11T00:02:15Z","GE01",NA,NA,NA,NA,NA,NA,6.580325,NA,NA
"2020-03-11T00:02:20Z","GE01",NA,NA,NA,NA,NA,NA,7.26115,NA,NA
"2020-03-11T00:02:21Z","GE01",NA,NA,NA,NA,NA,NA,7.7043,NA,NA
"2020-03-11T00:02:23Z","GE01",NA,NA,NA,NA,NA,NA,7.437683,NA,NA
"2020-03-11T00:02:25Z","GE01",NA,NA,NA,NA,NA,NA,6.43373,NA,NA
"2020-03-11T00:02:26Z","GE01",NA,NA,NA,NA,321.75,NA,6.418557,NA,NA
"2020-03-11T00:02:29Z","GE01",NA,NA,NA,NA,NA,NA,7.056642,NA,NA
"2020-03-11T00:02:31Z","GE01",NA,14.81815,NA,NA,NA,NA,8.169767,NA,NA
"2020-03-11T00:02:33Z","GE01",NA,NA,NA,NA,369,NA,NA,NA,NA
"2020-03-11T00:02:34Z","GE01",NA,NA,NA,NA,NA,NA,8.851756,NA,NA
"2020-03-11T00:02:35Z","GE01",NA,NA,NA,NA,NA,NA,8.830481,NA,NA
"2020-03-11T00:02:36Z","GE01",NA,NA,NA,NA,NA,NA,8.416626,NA,NA
"2020-03-11T00:02:39Z","GE01",NA,NA,NA,NA,NA,NA,8.808761,NA,NA
"2020-03-11T00:02:41Z","GE01",NA,NA,NA,NA,NA,NA,8.735818,NA,NA
"2020-03-11T00:02:42Z","GE01",NA,NA,NA,NA,NA,NA,9.322279,NA,NA
"2020-03-11T00:02:43Z","GE01",NA,NA,NA,NA,NA,NA,9.532516,NA,NA
"2020-03-11T00:02:44Z","GE01",NA,NA,NA,NA,562,NA,8.984797,NA,NA
"2020-03-11T00:02:47Z","GE01",NA,NA,NA,NA,NA,NA,9.136316,NA,NA
"2020-03-11T00:02:49Z","GE01",NA,NA,NA,NA,NA,NA,8.437922,NA,NA
"2020-03-11T00:02:50Z","GE01",NA,NA,NA,NA,NA,NA,8.521166,NA,NA
"2020-03-11T00:02:51Z","GE01",NA,NA,NA,NA,602.88574,NA,8.205427,NA,NA
"2020-03-11T00:02:54Z","GE01",NA,NA,NA,NA,NA,NA,7.978544,NA,NA
"2020-03-11T00:02:55Z","GE01",NA,17.415085,NA,NA,NA,NA,7.553442,NA,NA
"2020-03-11T00:02:56Z","GE01",NA,NA,NA,NA,NA,NA,7.62069,NA,NA
"2020-03-11T00:02:57Z","GE01",NA,NA,NA,NA,NA,NA,7.323004,NA,NA
"2020-03-11T00:02:58Z","GE01",NA,NA,NA,NA,NA,NA,7.618946,NA,NA
"2020-03-11T00:03:00Z","GE01",NA,NA,NA,NA,NA,NA,7.525977,NA,NA
"2020-03-11T00:03:03Z","GE01",NA,NA,NA,NA,NA,NA,8.623792,NA,NA
"2020-03-11T00:03:04Z","GE01",NA,NA,NA,NA,NA,NA,8.698695,NA,NA
"2020-03-11T00:03:06Z","GE01",NA,NA,NA,NA,NA,NA,8.264101,NA,NA
"2020-03-11T00:03:07Z","GE01",NA,NA,NA,NA,631,NA,NA,NA,NA
"2020-03-11T00:03:10Z","GE01",NA,NA,NA,NA,NA,NA,8.989154,NA,NA
"2020-03-11T00:03:11Z","GE01",NA,NA,NA,NA,703,NA,9.413096,NA,NA
"2020-03-11T00:03:14Z","GE01",NA,18.482685,NA,NA,NA,NA,9.639086,NA,NA
"2020-03-11T00:03:15Z","GE01",NA,NA,NA,NA,NA,NA,9.354596,NA,NA
"2020-03-11T00:03:16Z","GE01",NA,NA,NA,NA,NA,NA,9.544102,NA,NA
"2020-03-11T00:03:21Z","GE01",NA,NA,NA,NA,NA,NA,8.417391,NA,NA
"2020-03-11T00:03:23Z","GE01",NA,NA,NA,NA,NA,NA,8.40817,NA,NA
"2020-03-11T00:03:25Z","GE01",NA,NA,NA,NA,NA,NA,9.135998,NA,NA
"2020-03-11T00:03:26Z","GE01",NA,NA,NA,NA,811,NA,NA,NA,NA
"2020-03-11T00:03:30Z","GE01",NA,NA,NA,NA,792,NA,7.502115,NA,NA
"2020-03-11T00:03:33Z","GE01",NA,NA,NA,NA,NA,NA,8.472203,NA,NA
"2020-03-11T00:03:35Z","GE01",NA,NA,NA,NA,NA,NA,8.409039,NA,NA
"2020-03-11T00:03:36Z","GE01",NA,NA,NA,NA,NA,NA,7.982481,NA,NA
"2020-03-11T00:03:39Z","GE01",NA,NA,NA,NA,NA,NA,7.899596,NA,NA
"2020-03-11T00:03:40Z","GE01",NA,18.283642,NA,NA,NA,NA,7.512633,NA,NA
"2020-03-11T00:03:42Z","GE01",NA,NA,NA,304.19183,639,NA,8.187002,NA,NA
"2020-03-11T00:03:47Z","GE01",NA,NA,NA,NA,646,NA,NA,NA,NA
"2020-03-11T00:03:49Z","GE01",NA,NA,NA,NA,NA,NA,9.113989,NA,NA
"2020-03-11T00:03:51Z","GE01",NA,NA,NA,NA,NA,NA,8.35396,NA,NA
"2020-03-11T00:03:52Z","GE01",NA,NA,NA,NA,NA,NA,8.371063,NA,NA
"2020-03-11T00:03:54Z","GE01",NA,NA,NA,NA,611,NA,7.789647,NA,NA
"2020-03-11T00:03:55Z","GE01",NA,17.762932,NA,NA,NA,NA,7.750258,NA,NA
"2020-03-11T00:03:57Z","GE01",NA,NA,NA,NA,NA,NA,8.639992,NA,NA
"2020-03-11T00:03:58Z","GE01",NA,NA,NA,NA,NA,NA,8.410955,NA,NA
"2020-03-11T00:03:59Z","GE01",NA,NA,NA,NA,NA,NA,8.91433,NA,NA
"2020-03-11T00:04:02Z","GE01",NA,NA,NA,NA,651,NA,NA,NA,NA
"2020-03-11T00:04:08Z","GE01",NA,NA,NA,NA,NA,NA,9.070595,NA,NA
"2020-03-11T00:04:09Z","GE01",NA,NA,NA,NA,723,NA,NA,NA,NA
"2020-03-11T00:04:10Z","GE01",NA,NA,NA,NA,747,NA,NA,NA,NA
"2020-03-11T00:04:13Z","GE01",NA,NA,NA,NA,NA,NA,10.25538,NA,NA
"2020-03-11T00:04:16Z","GE01",NA,NA,NA,NA,NA,NA,9.713477,NA,NA
"2020-03-11T00:04:17Z","GE01",NA,NA,NA,NA,NA,NA,9.233381,NA,NA
"2020-03-11T00:04:18Z","GE01",NA,18.701933,NA,NA,771,NA,NA,NA,NA
"2020-03-11T00:04:21Z","GE01",NA,NA,NA,NA,NA,NA,9.197286,NA,NA
"2020-03-11T00:04:22Z","GE01",NA,NA,NA,NA,NA,NA,8.987495,NA,NA
"2020-03-11T00:04:23Z","GE01",NA,NA,NA,NA,NA,NA,9.186952,NA,NA
"2020-03-11T00:04:24Z","GE01",NA,NA,NA,NA,NA,NA,8.819078,NA,NA
"2020-03-11T00:04:25Z","GE01",NA,NA,NA,NA,NA,NA,9.044039,NA,NA
"2020-03-11T00:04:28Z","GE01",NA,NA,NA,NA,NA,NA,8.796713,NA,NA
"2020-03-11T00:04:29Z","GE01",NA,NA,NA,NA,NA,NA,8.451499,NA,NA
"2020-03-11T00:04:30Z","GE01",NA,NA,NA,NA,659.71765,NA,8.625059,NA,NA
"2020-03-11T00:04:31Z","GE01",NA,NA,NA,NA,NA,NA,8.439257,NA,NA
"2020-03-11T00:04:32Z","GE01",NA,NA,NA,NA,NA,NA,8.69486,NA,NA
"2020-03-11T00:04:34Z","GE01",NA,NA,NA,NA,NA,NA,7.971665,NA,NA
"2020-03-11T00:04:35Z","GE01",NA,NA,NA,NA,NA,NA,8.180445,NA,NA
"2020-03-11T00:04:38Z","GE01",NA,NA,NA,NA,NA,NA,7.602448,NA,NA
"2020-03-11T00:04:40Z","GE01",NA,NA,NA,NA,NA,NA,8.138776,NA,NA
"2020-03-11T00:04:43Z","GE01",NA,NA,NA,NA,440,NA,NA,NA,NA
"2020-03-11T00:04:46Z","GE01",NA,NA,NA,NA,NA,NA,7.227734,NA,NA
"2020-03-11T00:04:47Z","GE01",NA,NA,NA,NA,NA,NA,7.546922,NA,NA
"2020-03-11T00:04:49Z","GE01",NA,NA,NA,NA,NA,NA,7.00394,NA,NA
"2020-03-11T00:04:50Z","GE01",NA,NA,NA,NA,NA,NA,7.257192,NA,NA
"2020-03-11T00:04:51Z","GE01",NA,NA,NA,NA,NA,NA,6.673704,NA,NA
"2020-03-11T00:04:53Z","GE01",NA,NA,NA,NA,340,NA,6.866554,NA,NA
"2020-03-11T00:04:54Z","GE01",NA,NA,NA,NA,NA,NA,6.569287,NA,NA
"2020-03-11T00:04:56Z","GE01",NA,NA,NA,NA,NA,NA,6.55204,NA,NA
"2020-03-11T00:04:57Z","GE01",NA,14.527969,NA,NA,NA,NA,6.12811,NA,NA
"2020-03-11T00:04:59Z","GE01",NA,NA,NA,NA,NA,NA,7.038705,NA,NA
"2020-03-11T00:05:01Z","GE01",NA,NA,NA,NA,NA,NA,7.374227,NA,NA
"2020-03-11T00:05:03Z","GE01",NA,NA,NA,NA,NA,NA,7.382329,NA,NA
"2020-03-11T00:05:04Z","GE01",NA,NA,NA,NA,NA,NA,7.013828,NA,NA
"2020-03-11T00:05:05Z","GE01",NA,NA,NA,NA,NA,NA,7.260737,NA,NA
"2020-03-11T00:05:06Z","GE01",NA,NA,NA,NA,NA,NA,7.008727,NA,NA
"2020-03-11T00:05:08Z","GE01",NA,NA,NA,NA,NA,NA,7.321597,NA,NA
"2020-03-11T00:05:09Z","GE01",NA,NA,NA,NA,408,NA,7.040516,NA,NA
"2020-03-11T00:05:13Z","GE01",NA,NA,NA,NA,NA,NA,8.090398,NA,NA
"2020-03-11T00:05:14Z","GE01",NA,NA,NA,NA,NA,NA,7.978209,NA,NA
"2020-03-11T00:05:15Z","GE01",NA,NA,NA,NA,NA,NA,7.544136,NA,NA
"2020-03-11T00:05:16Z","GE01",NA,NA,NA,NA,NA,NA,7.981501,NA,NA
"2020-03-11T00:05:19Z","GE01",NA,NA,NA,NA,NA,NA,7.90217,NA,NA
"2020-03-11T00:05:21Z","GE01",NA,NA,NA,NA,NA,NA,7.387807,NA,NA
"2020-03-11T00:05:24Z","GE01",NA,NA,NA,NA,NA,NA,8.150386,NA,NA
"2020-03-11T00:05:28Z","GE01",NA,NA,NA,NA,417,NA,NA,NA,NA
"2020-03-11T00:05:29Z","GE01",NA,NA,NA,NA,NA,NA,7.700993,NA,NA
"2020-03-11T00:05:32Z","GE01",NA,NA,NA,NA,NA,NA,8.914134,NA,NA
"2020-03-11T00:05:33Z","GE01",NA,NA,NA,NA,NA,NA,8.82477,NA,NA
"2020-03-11T00:05:35Z","GE01",NA,NA,NA,NA,NA,NA,9.428164,NA,NA
"2020-03-11T00:05:36Z","GE01",NA,NA,NA,NA,NA,NA,9.193766,NA,NA
"2020-03-11T00:05:38Z","GE01",NA,NA,NA,NA,NA,NA,9.591371,NA,NA
"2020-03-11T00:05:40Z","GE01",NA,NA,NA,NA,NA,NA,9.0628,NA,NA
"2020-03-11T00:05:41Z","GE01",NA,NA,NA,NA,558.4,NA,8.572665,NA,NA
"2020-03-11T00:05:42Z","GE01",NA,NA,NA,NA,NA,NA,8.680367,NA,NA
"2020-03-11T00:05:43Z","GE01",NA,NA,NA,NA,NA,NA,8.362812,NA,NA
"2020-03-11T00:05:44Z","GE01",NA,16.68078,NA,NA,NA,NA,8.605138,NA,NA
"2020-03-11T00:05:45Z","GE01",NA,NA,NA,NA,573.5,NA,8.401575,NA,NA
"2020-03-11T00:05:47Z","GE01",NA,NA,NA,NA,NA,NA,8.731489,NA,NA
"2020-03-11T00:05:49Z","GE01",NA,NA,NA,NA,NA,NA,8.607542,NA,NA
"2020-03-11T00:05:52Z","GE01",NA,NA,NA,NA,570,NA,7.787791,NA,NA
"2020-03-11T00:05:55Z","GE01",NA,NA,NA,NA,NA,NA,7.906433,NA,NA
"2020-03-11T00:05:59Z","GE01",NA,NA,NA,NA,NA,NA,6.625944,NA,NA
"2020-03-11T00:06:00Z","GE01",NA,NA,NA,NA,NA,NA,6.801806,NA,NA
